class,path,height,width,channels,brightness,edge_strength,aspect_ratio,variance,edge_density,color_variance,is_blurry,is_too_dark,is_too_bright,is_low_contrast
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_202000_jpg.rf.2990656a6f266da8178a7f4d7f58784f.jpg,416,416,3,84.39374537721893,0.03875797284184816,1.0,3758.2144403545462,0.08210059171597633,5123.589021207224,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_202005_jpg.rf.16f6c1d55ba882b90f166f60d7db22bc.jpg,416,416,3,123.23372203217455,0.04699080325971829,1.0,4510.142853440299,0.12354382396449703,5636.861517467371,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_202013_jpg.rf.aa7ad8625b09199fa79fac0bed3c49db.jpg,416,416,3,85.49540611131657,0.04409030415394274,1.0,2808.5569084450026,0.10278753698224852,2911.506647559387,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_202042_jpg.rf.4ff3f22460431c050bc27e940c9444cd.jpg,416,416,3,80.35574033838758,0.040150218817809856,1.0,3600.0767413874573,0.09404470229289941,3855.9369309211925,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_202051_jpg.rf.90894f6d9e64b0d10931e66f20a003c7.jpg,416,416,3,84.76756078957101,0.036059334695216494,1.0,3795.3001059354233,0.08878051035502958,3879.773535674251,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_202101_jpg.rf.1eb08fa631157f87b9e96644ab0e7e2f.jpg,416,416,3,104.33227394600591,0.028331695353475142,1.0,2112.1257487955163,0.032434587647928996,2280.3394041548404,False,False,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_202112_jpg.rf.25063257ce51c4908548bd34dd4c61b3.jpg,416,416,3,51.70688100961539,0.04588949721659674,1.0,3631.1149064238953,0.12372295673076923,3678.9373259525382,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_202129_jpg.rf.8dcac95a8e1341d70c29a2a2b66c1210.jpg,416,416,3,83.45885147004438,0.03936977389944005,1.0,2371.5556061697844,0.07958117603550297,2507.6120556158708,False,True,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_202229_jpg.rf.401c9a63e280f39e0f55392c11f5944d.jpg,416,416,3,98.16103457840237,0.05622921185379212,1.0,6485.323214961451,0.15598419008875739,6553.136428358649,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_202236_jpg.rf.b5358f04c4fc43a7523f5bf8fc859899.jpg,416,416,3,100.72649893676035,0.06310846691163778,1.0,4419.487749174694,0.19133690828402367,4490.085875889059,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_202338_jpg.rf.7e0a908dda13499518d7f9cb87a4c2f5.jpg,416,416,3,44.440059865014796,0.017455534762286642,1.0,1745.1122309598038,0.03701114090236687,1751.3258952103795,True,True,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_202354_jpg.rf.6435bd3fd31906956a031f563a2a93e8.jpg,416,416,3,113.83143606693787,0.052492257153902884,1.0,5437.890439057349,0.15193925665680474,5514.50788328699,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_203241_jpg.rf.ad352da980191f7ecbf88acc059ddc1d.jpg,416,416,3,19.361085428994084,0.015058697804794319,1.0,560.4819277789444,0.03129044933431953,587.0625174271121,True,True,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_203253_jpg.rf.04b6ebf07f708a64e303e7003ef13924.jpg,416,416,3,19.75491748335799,0.013435862679408574,1.0,546.576173696501,0.02550619452662722,585.9259582544634,True,True,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_203349_jpg.rf.ff8e7e6afdbee5bf7d175916fef00dcb.jpg,416,416,3,49.00462278106509,0.07038938303087616,1.0,4095.6870856935057,0.26160895894970415,4286.744895856295,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_203403_jpg.rf.c39f78be6bbd8c88be561b504941eadd.jpg,416,416,3,28.215843426405325,0.01627203007876628,1.0,1986.630180984731,0.0361328125,2146.682036418982,True,True,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_205143_jpg.rf.90fc9711414c1590ba372298a035f967.jpg,416,416,3,133.36705459504438,0.046314326594701166,1.0,3124.9487872426744,0.10342894785502958,2982.898306879906,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_205154_jpg.rf.d48d3e069fe654b4333fa97eb0ca024f.jpg,416,416,3,71.98272813424556,0.0352399094522911,1.0,3922.078918814679,0.09743666789940829,3872.2844272362345,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_205228_jpg.rf.aa7adafdf40167f7a87630c966f0942e.jpg,416,416,3,93.07559402736686,0.019596618606534524,1.0,4669.959695583708,0.0414894600591716,4507.886368775317,True,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_205330_jpg.rf.451e7b3fd709b309de516d037844bc62.jpg,416,416,3,55.95725661057692,0.010944826789549665,1.0,1706.0661567766995,0.020704280695266274,2016.3038301936194,True,True,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211711_jpg.rf.af72926d3dea6c714a502576449bf893.jpg,416,416,3,108.47343056582841,0.017404636073405623,1.0,4159.702546191646,0.0205078125,4151.21155058928,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211716_jpg.rf.0951a7cb61dea113984f0a73ff86f471.jpg,416,416,3,139.39545580621302,0.029788182879195404,1.0,2161.9574969168707,0.07040495562130178,2278.7130845928286,False,False,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211722_jpg.rf.658ad7ab01ce2bda19e5c62eca131835.jpg,416,416,3,128.1842756102071,0.032927302879569124,1.0,2492.6876123959323,0.08011279585798817,2576.1274291748055,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211727_jpg.rf.55b531fe955b97fb5798cd29c5416d78.jpg,416,416,3,135.4814857618343,0.03278010753468337,1.0,2084.4456862540505,0.0815574149408284,2210.9547882172546,False,False,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211734_jpg.rf.392b9a5a8535f667feea6b8b8c4fe1de.jpg,416,416,3,126.3000242696006,0.030368164795786835,1.0,2349.8400600955656,0.07311506102071005,2637.7673432558163,False,False,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211741_jpg.rf.1e4215b3332089887ec2c9eafd440b4e.jpg,416,416,3,126.53475753513314,0.018800382496168378,1.0,2627.781197609018,0.03600568602071006,2808.2144419803844,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211754_jpg.rf.5367f3fff1c6a3844c00976c7d0baa76.jpg,416,416,3,136.9049440643491,0.01923620028331851,1.0,1933.9137292544526,0.02605514977810651,2035.9816419313395,True,False,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211804_jpg.rf.f62fdda6dd0fea71773c0b05b5f8d502.jpg,416,416,3,121.28446861131657,0.025203666638390326,1.0,2081.604734275226,0.0357629900147929,2185.392788555035,False,False,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211815_jpg.rf.2c9ba6c0cd889cdb2bc41b3346e73e8d.jpg,416,416,3,159.3832689996302,0.009585898354160913,1.0,2679.141190811423,0.019502357618343194,2723.801013368193,True,False,True,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211821_jpg.rf.6ca657bc0cfbcf53e0c0b1b416e9a099.jpg,416,416,3,133.26248728735206,0.016387811858624642,1.0,2111.2958782993487,0.020785179363905327,2224.0162826887786,True,False,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211825_jpg.rf.d6454884eeefddf5f7ae3040c481a870.jpg,416,416,3,121.53705736871302,0.01780701427743724,1.0,2457.795039473318,0.02403268306213018,2510.546696404865,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211832_jpg.rf.fdbe242822897af44a9e4d609f6a5231.jpg,416,416,3,135.8111362795858,0.02603388025880523,1.0,1987.12652076878,0.05871509800295858,2077.983190451483,False,False,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211901_jpg.rf.3e55c57d0200ca1d8b96706e3c0b3c71.jpg,416,416,3,128.9002403846154,0.013502141364771817,1.0,1272.4982072277185,0.018468010355029586,1391.4140343958213,True,False,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211907_jpg.rf.cbe9c70fc5067a2ee34950fbb4bc2ef1.jpg,416,416,3,128.0564730491864,0.021294437668479917,1.0,2206.171164761062,0.037271172337278106,2228.7035801629104,True,False,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211912_jpg.rf.0a74d6b456838f9fd1d30f48c03a160d.jpg,416,416,3,138.1880200628698,0.02494745621591298,1.0,1921.9130813331772,0.05101238905325444,1963.3216798389938,False,False,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211927_jpg.rf.5f69a6802c1ac1f2690a2048098523d5.jpg,416,416,3,112.72667806952663,0.0396227407313773,1.0,4615.0909062539795,0.10556120562130178,4815.5740712508405,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211938_jpg.rf.bdba2b420a17169c79fe84229c2cc691.jpg,416,416,3,126.24788507766272,0.05534101458461405,1.0,3646.926834238272,0.15708210059171598,3787.415267629572,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211944_jpg.rf.345b011571cf850c682396e67cd6f863.jpg,416,416,3,94.47657405695266,0.030069609470135948,1.0,5876.161445030666,0.06022328032544379,5803.984564109526,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_211957_jpg.rf.689f4fb1abd2d3d09d35fd2c01361c6d.jpg,416,416,3,120.34909509060651,0.04114389445334954,1.0,4506.658706535983,0.11157082100591716,4677.419563229784,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212004_jpg.rf.9819ce8136e248650d0283babfc9aed2.jpg,416,416,3,124.31926659578403,0.05837270946507847,1.0,2929.7266618973995,0.17028014053254437,3017.0091020019136,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212037_jpg.rf.2df49741f8a72901a6beb99e5885bb69.jpg,416,416,3,75.81690897744083,0.035272052600177226,1.0,3817.8839205861113,0.07927491678994082,3887.1421956598074,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212054_jpg.rf.5f0e80fb10279b1e8cb321cbc019c2a3.jpg,416,416,3,84.94927075628698,0.0400639201491858,1.0,3366.6128516085514,0.12146935096153846,3406.0548012732725,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212100_jpg.rf.1c8fb5b3a0a987f21face3d434e6f8a5.jpg,416,416,3,49.627340282914204,0.02748065399821574,1.0,1670.0835902955425,0.056357479659763315,1661.8562839892338,False,True,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212106_jpg.rf.4d8348f4b6a7cf8d5ddd91ad6e212022.jpg,416,416,3,100.04376617973372,0.04504330405617501,1.0,2984.122414218257,0.12308154585798817,3128.192622068223,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212121_jpg.rf.402dd3b63b3f5f9ae285f3a3bbff6f13.jpg,416,416,3,99.32091346153847,0.0492092400517799,1.0,3867.409426717363,0.14505709134615385,3986.267212048657,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212142_jpg.rf.05d871581c36d4de6703432e92a92e6c.jpg,416,416,3,89.08363188794378,0.02565066823324797,1.0,3137.1286092113864,0.052405001849112426,3300.425269865051,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212148_jpg.rf.671cdc2e26a1a6652cda8c4b7b6ecbc4.jpg,416,416,3,124.55501687315089,0.034867080606326144,1.0,2273.1611858840533,0.09688193417159763,2370.0277295923265,False,False,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212203_jpg.rf.245c782578325e2aee892edf6f321e40.jpg,416,416,3,117.90758482803254,0.0535967319489253,1.0,4216.401748590946,0.1546955898668639,4358.962010505206,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212219_jpg.rf.b4f7c1fdc3cd3226900841361b83abe2.jpg,416,416,3,121.56184125369822,0.015900909703175984,1.0,5267.636003229605,0.03917806952662722,5294.180719523162,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212225_jpg.rf.a1e917bb49f7e47203ff7273bc67e95f.jpg,416,416,3,111.55862842085799,0.025957931795182347,1.0,2432.40035107735,0.050983496671597635,2479.143439266549,False,False,False,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212247_jpg.rf.f8153e920bc72513c03af05f63159d2b.jpg,416,416,3,81.5785294933432,0.025586718483883893,1.0,4522.51403467193,0.040114182692307696,4569.98913988846,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212331_jpg.rf.a4d8a7809e20d227e705f9bfb0ce18bb.jpg,416,416,3,91.61229890902366,0.03214869199507888,1.0,3513.48833662515,0.07184957470414201,3557.0685530970677,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212337_jpg.rf.a6dbd12c90abee708acba8c2cf942c8a.jpg,416,416,3,93.54198063054734,0.03493608052062212,1.0,4678.6501075416,0.08606462647928995,4735.393093954585,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212743_jpg.rf.1573bcd4364e8000cdf34fbd6a782fb7.jpg,416,416,3,129.1591565735947,0.015961190719608522,1.0,4595.196163961339,0.032555935650887574,4635.968580162045,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_212854_jpg.rf.044f6d5ec61334b6a2039422ca5f1acc.jpg,416,416,3,113.95114876109467,0.017089048119083492,1.0,5839.01394353057,0.04102718195266272,5851.589255362189,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_213037_jpg.rf.637c3927e6d3672a72e57f2872da3872.jpg,416,416,3,115.80054433247041,0.03651952016851068,1.0,3344.7346314991914,0.10472332655325443,3895.866936804621,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_213046_jpg.rf.c0c397c3af5f35bd267b5db3f555d3dc.jpg,416,416,3,112.45392820821006,0.04320748993718142,1.0,3431.5176744499126,0.13093449519230768,3594.1808325863676,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210615_213053_jpg.rf.484ca9d548a87fc67956028e1a9a52e6.jpg,416,416,3,122.19038923816568,0.021328889749550793,1.0,3495.9005354069263,0.05425989275147929,3617.9205695816604,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_001850_jpg.rf.ea7cde5a016205c120fb95b54eaae530.jpg,416,416,3,145.58798885909763,0.08444182461422083,1.0,3216.2214438889296,0.33077732063609466,3443.153916163143,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_001858_jpg.rf.119b9550254508a6aca2a1bbe07b7891.jpg,416,416,3,142.4705528846154,0.04550327205064627,1.0,3477.940804927306,0.12894669933431951,3722.6849722534694,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_001911_jpg.rf.fe118600a7397894757939fffbdb2917.jpg,416,416,3,120.9833233173077,0.04376927824643196,1.0,6918.505049643431,0.1368054271449704,6984.489395431502,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_001916_jpg.rf.a02432547669a8c35f18e0e87d1aab3e.jpg,416,416,3,139.58850314349112,0.04400467644148839,1.0,4680.967412200987,0.13165680473372782,4636.606341908108,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_001922_jpg.rf.ff609df42cee2e7ec4237363d2467c25.jpg,416,416,3,122.58616863905326,0.09969688894826913,1.0,4543.749000631323,0.4299706453402367,4679.171556610479,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_001927_jpg.rf.e3000096600601bed214faae201d7187.jpg,416,416,3,99.05617256841715,0.019142081496253727,1.0,2702.1351871444062,0.01697716346153846,3562.2464633792956,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_001933_jpg.rf.a59c416bb49ea900d531ba2d7692b1a2.jpg,416,416,3,94.55156134430473,0.037655340527658794,1.0,4506.317688598631,0.09791628143491124,5002.158514388797,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_001945_jpg.rf.f148892959079683ddf1e88549fd394e.jpg,416,416,3,129.7583325628698,0.04699700600405444,1.0,2832.9814683365166,0.1368689903846154,3582.8667277767777,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_001950_jpg.rf.46de9fa861fd02a32e31ff595a30ad27.jpg,416,416,3,138.8664883043639,0.04216036755268522,1.0,3311.2151916851917,0.11287675665680473,3929.44401809422,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002003_jpg.rf.4011ef3f5e3f5c683e3a6a7940da5eff.jpg,416,416,3,115.8584908931213,0.051527850644019775,1.0,4380.351536979254,0.16958672337278108,4477.934009158217,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002010_jpg.rf.484ca67da27405444ff50cf06fde22b9.jpg,416,416,3,100.37077593380178,0.036630070020108825,1.0,3888.871187142933,0.11801960059171597,3997.219462942352,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002017_jpg.rf.a5d95389fbf4da2ab1278caf4c65abac.jpg,416,416,3,110.6125993897929,0.07153376133411135,1.0,3855.60242862594,0.23121995192307693,3937.6205317855165,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002031_jpg.rf.f0484ce4de5aa90b762b74ed92e38f66.jpg,416,416,3,125.7137747318787,0.019241174810093895,1.0,3433.9611420799865,0.028170072115384616,3515.856624444729,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002047_jpg.rf.6828da575e75fa3e59272ff616ab6374.jpg,416,416,3,102.30768075073965,0.06388485543059826,1.0,5269.026391634767,0.20083672337278108,5281.602114734341,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002100_jpg.rf.fe194187bb5cf6e2df83b30d7ac99251.jpg,416,416,3,115.03927630362426,0.06426172818375263,1.0,4503.648668864207,0.20455806213017752,4630.950963169904,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002110_jpg.rf.f0c29ce6b87b5ebb9de23d77be9b7aa7.jpg,416,416,3,120.94281619822485,0.06324326798851401,1.0,4499.830425463999,0.2031827847633136,4633.8447031261885,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002120_jpg.rf.e65195864aca0efc5139ca2aef93ac6b.jpg,416,416,3,114.97937083949704,0.05394890113708747,1.0,5536.932428542767,0.17205413276627218,5708.567961747402,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002136_jpg.rf.97a4bf852b671b859f6c62579a75981e.jpg,416,416,3,114.67090421597634,0.06361317714747122,1.0,3121.4296489974818,0.22996024408284024,3210.632747877194,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002141_jpg.rf.ac29c564be858ab30d970a328caf0517.jpg,416,416,3,62.796863443047336,0.028380708717166293,1.0,4259.690880047366,0.06855584319526627,4541.406893172043,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002155_jpg.rf.aed392dfd1db19b4ab32a9e087e730e1.jpg,416,416,3,105.99504784578403,0.04095592218745074,1.0,4592.245069549764,0.10838688054733728,4773.834895727984,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002203_jpg.rf.98c640f5fa7a1143dff0623abe83eb23.jpg,416,416,3,106.49589728180473,0.056861705144869996,1.0,3246.661318226875,0.18864413831360946,3481.1828732996487,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002255_jpg.rf.120a2aa77724258dba69ebf71203d05d.jpg,416,416,3,145.0838572485207,0.016580649121050582,1.0,4304.0311752473735,0.037571653106508875,4386.726477495274,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002304_jpg.rf.6a6a6eb70abac8173a24b0c7d7217254.jpg,416,416,3,94.58656157544378,0.013866260282767466,1.0,7286.711915839959,0.02960313424556213,7296.134950672195,True,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002314_jpg.rf.992f4bc665cbfe081225af008734c94e.jpg,416,416,3,113.09576668823965,0.03704088376726888,1.0,4933.679108835729,0.10612171782544379,5014.245762969988,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002324_jpg.rf.0e76d778d7e77cd371d9b70414651631.jpg,416,416,3,92.09366910133136,0.02376647338831383,1.0,5204.260549324307,0.03134823409763313,5081.035522785126,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002331_jpg.rf.06f13a38d4c21108272d8ef0c14f605f.jpg,416,416,3,162.82742002588756,0.012300967854844667,1.0,2251.67883070505,0.03894693047337278,2311.429983679922,True,False,True,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002340_jpg.rf.f18e8554b0f5b51b6f091e71aff7824e.jpg,416,416,3,129.2736224112426,0.02983943330543368,1.0,5425.879006977989,0.10790726701183433,5452.585952664284,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002346_jpg.rf.82d4335978efd9382f849a6ab800ea42.jpg,416,416,3,99.60161450628698,0.04914930754513913,1.0,3865.4191770808698,0.14192515717455623,3966.790584223681,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002351_jpg.rf.e2789cd6475bad33c4adee64278f667e.jpg,416,416,3,144.97244822485206,0.02169768907794747,1.0,3965.3539353338588,0.058391503328402365,4110.757253823322,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002420_jpg.rf.433551997310e42380a8e836389a9a25.jpg,416,416,3,122.43355330066568,0.020834380163868068,1.0,6018.691972132745,0.056484606139053255,6103.973002933945,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002440_jpg.rf.2c6d8ada63dfa4a81dc460ca3c68b64c.jpg,416,416,3,156.4971801035503,0.025887290635575714,1.0,3673.7140614823556,0.024258043639053255,3652.5721842509215,False,False,True,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002603_jpg.rf.bc79b97418adb91b884dcebd35c62370.jpg,416,416,3,156.8411554641272,0.022297614352216128,1.0,2972.847405016604,0.056657960428994084,3056.2807574130798,False,False,True,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002621_jpg.rf.8718b220ec540e0be15d24d081eeea2e.jpg,416,416,3,161.93822230954143,0.00968741350900856,1.0,1993.5788908486923,0.020848742603550297,2044.980208531598,True,False,True,True
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002659_jpg.rf.b78d81cf8a022a18856d53b0edf6feeb.jpg,416,416,3,131.9989309818787,0.016494718396488226,1.0,5128.445744742925,0.04169170673076923,5133.343776952509,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002732_jpg.rf.e5b175347aecbc002a7b64fcd641a260.jpg,416,416,3,80.8771380362426,0.020427694949747978,1.0,6633.873126091708,0.04497965976331361,6490.772728566163,True,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002740_jpg.rf.81ebe5ff02401c41488db46f270a6d1f.jpg,416,416,3,134.25049117048817,0.01614938029622192,1.0,5983.528178498582,0.042945636094674555,6057.742263780044,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002746_jpg.rf.9f28c0f3e598ccd3db2a8d774b3055a5.jpg,416,416,3,154.5535086908284,0.021708269817227906,1.0,3234.9174747453017,0.053907405695266274,3316.6343792950574,True,False,True,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002756_jpg.rf.367b1904bb42aaf74b1726ab41ed96c6.jpg,416,416,3,93.62948409763314,0.03192083832480571,1.0,6137.919231464613,0.0759060650887574,6032.711406939008,False,True,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002851_jpg.rf.f536529008a2dcd38346d0c0a11a0755.jpg,416,416,3,130.37049278846155,0.04306548686337779,1.0,5475.840557301539,0.1373543823964497,5564.802284595829,False,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002923_jpg.rf.b50fc6e78b9599e6266a6b94d91ce10d.jpg,416,416,3,121.2533341808432,0.02070648652821074,1.0,6092.6727219869745,0.05628235946745562,6126.566628839794,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002947_jpg.rf.121c0907023ea1bd5c80bbfb4eff4708.jpg,416,416,3,151.74219905695267,0.018878790355440843,1.0,3483.3827574237653,0.04503744452662722,3516.9131576824616,True,False,False,False
DELL,notebooks\..\data\structured\train_structured\DELL\IMG_20210616_002951_jpg.rf.0ece226c5b277f628e443aad8e1406fb.jpg,416,416,3,123.15946283284023,0.021265618986105957,1.0,5850.904039522841,0.05765185835798817,5922.596229931201,True,False,False,False
DHAA,notebooks\..\data\structured\train_structured\DHAA\IMG_20210624_213543_jpg.rf.d89fe8cee2f7bf3742b8adeca1048f13.jpg,416,416,3,114.90729012573965,0.018866721967102654,1.0,2001.9533016062855,0.0242811575443787,2243.1243131462884,True,False,False,True
DHAA,notebooks\..\data\structured\train_structured\DHAA\IMG_20210624_213550_jpg.rf.4a8f54a5bf6f88384c802b3a28dc78ea.jpg,416,416,3,97.93785826553254,0.01895244884685898,1.0,2459.056118989157,0.02332770894970414,2552.9748806347307,True,False,False,False
DHAA,notebooks\..\data\structured\train_structured\DHAA\IMG_20210624_213554_jpg.rf.90e86cac488cfb74b5298b510daed6c8.jpg,416,416,3,119.42654400887574,0.025342289234879474,1.0,1406.4323584703263,0.041015625,1592.1706292316176,False,False,False,True
DHAA,notebooks\..\data\structured\train_structured\DHAA\IMG_20210624_213559_jpg.rf.64e3f1f3da67a8b451b0ec7ca39bd06e.jpg,416,416,3,140.06511187130178,0.034455452264147216,1.0,1739.757028473062,0.09540842270710059,1955.6205693462782,False,False,False,True
DHAA,notebooks\..\data\structured\train_structured\DHAA\IMG_20210624_213605_jpg.rf.5b591c964a72eaca876c5fe62e569271.jpg,416,416,3,125.04760886649409,0.02287787040944439,1.0,998.5983424472366,0.035497180103550297,1133.581808118279,False,False,False,True
DHAA,notebooks\..\data\structured\train_structured\DHAA\IMG_20210624_213622_jpg.rf.5ba5878487a37858e7fcf3ef0d9c2eb6.jpg,416,416,3,139.88376017011834,0.012759887603620065,1.0,1774.726976929908,0.0060962925295857985,1755.0156553708948,True,False,False,True
DHAA,notebooks\..\data\structured\train_structured\DHAA\IMG_20210624_213629_jpg.rf.4ad06f71a3a9f06acd1c5bd23c6d2ab1.jpg,416,416,3,134.12628282174558,0.0431659282992802,1.0,2065.8813691245236,0.13530302329881658,2085.0943590920283,False,False,False,True
